Common Name,Scientific Name,Where_Found,Family,Family Common Name,Duration,Growth Habit,Active Growth Period,Flower Color,Foliage Color,Growth Form,Growth Rate,"Height, Mature (feet)",Low Growing Grass,Shape and Orientation,Toxicity,Drought Tolerance,Shade Tolerance,Bloom Period,Bare Root,Bulbs,Container,Corms,Cuttings,Seed,Sod,Sprigs,Tubers,Palatable Human
kudzu,Pueraria montana,"USA(AL, AR, CT, DC, DE, FL, GA, HI, IL, IN, KS, KY, LA, MA, MD, MO, MS, NC, NE, NJ, NY, OH, OK, OR, PA, PW, SC, TN, TX, VA, WA, WV)",Fabaceae,Pea family,Perennial,Vine,,,,,,,,,,,,,,,,,,,,,,
kudzu,Pueraria montana var. lobata,"USA(AL, AR, CT, DC, DE, FL, GA, HI, IL, IN, KS, KY, LA, MA, MD, MO, MS, NC, NE, NJ, NY, OH, OK, OR, PA, PW, SC, TN, TX, VA, WA, WV)",Fabaceae,Pea family,Perennial,Vine,,,,,,,,,,,,,,,,,,,,,,
false fleabane,Pulicaria,"USA(AZ, CA, FL, MD)",Asteraceae,Aster family,,,,,,,,,,,,,,,,,,,,,,,,
ladies' false fleabane,Pulicaria arabica,USA(FL),Asteraceae,Aster family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
meadow false fleabane,Pulicaria dysenterica,USA(MD),Asteraceae,Aster family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
Spanish false fleabane,Pulicaria paludosa,"USA(AZ, CA)",Asteraceae,Aster family,"Annual, Perennial",Forb/herb,,,,,,,,,,,,,,,,,,,,,,
lungwort,Pulmonaria,"CAN(NS, ON, QC), USA(NY, VT)",Boraginaceae,Borage family,,,,,,,,,,,,,,,,,,,,,,,,
Bethlehem lungwort,Pulmonaria saccharata,"CAN(NS), USA(NY, VT)",Boraginaceae,Borage family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
pasqueflower,Pulsatilla,"CAN(AB, BC, MB, NT, ON, SK, YT), USA(AK, CA, CO, IA, ID, IL, KS, MI, MN, MT, ND, NE, NM, OR, SD, TX, UT, WA, WI, WY)",Ranunculaceae,Buttercup family,,,,,,,,,,,,,,,,,,,,,,,,
white pasqueflower,Pulsatilla occidentalis,"CAN(AB, BC), USA(CA, ID, MT, OR, WA)",Ranunculaceae,Buttercup family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
eastern pasqueflower,Pulsatilla patens,"CAN(AB, BC, MB, NT, ON, SK, YT), USA(AK, CO, IA, ID, IL, KS, MI, MN, MT, ND, NE, NM, SD, TX, UT, WA, WI, WY)",Ranunculaceae,Buttercup family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
cutleaf anemone,Pulsatilla patens ssp. multifida,"CAN(AB, BC, MB, NT, ON, SK, YT), USA(AK, CO, IA, ID, IL, KS, MI, MN, MT, ND, NE, NM, SD, TX, UT, WA, WI, WY)",Ranunculaceae,Buttercup family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
pomegranate,Punica,"USA+(PR, VI), USA(AL, AZ, CA, FL, LA, NC, PW, TX, UT)",Punicaceae,Pomegranate family,,,,,,,,,,,,,,,,,,,,,,,,
bitterbrush,Purshia,"CAN(BC), USA(AZ, CA, CO, ID, MT, NE, NM, NV, OR, TX, UT, WA, WY)",Rosaceae,Rose family,,,,,,,,,,,,,,,,,,,,,,,,
Arizona cliffrose,Purshia ×subintegra,USA(AZ),Rosaceae,Rose family,Perennial,Shrub,,,,,,,,,,,,,,,,,,,,,,
heath cliffrose,Purshia ericifolia,USA(TX),Rosaceae,Rose family,Perennial,Shrub,,,,,,,,,,,,,,,,,,,,,,
Mexican cliffrose,Purshia mexicana,USA(AZ),Rosaceae,Rose family,Perennial,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,
Pinkava's cliffrose,Purshia pinkavae,USA(AZ),Rosaceae,Rose family,Perennial,Shrub,,,,,,,,,,,,,,,,,,,,,,
mountainmint,Pycnanthemum,"CAN(NB, ON, QC), USA(AL, AR, CA, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NE, NH, NJ, NY, OH, OK, PA, RI, SC, SD, TN, TX, VA, VT, WI, WV)",Lamiaceae,Mint family,,,,,,,,,,,,,,,,,,,,,,,,
whiteleaf mountainmint,Pycnanthemum albescens,"USA(AL, AR, FL, GA, IL, KS, KY, LA, MO, MS, OK, TX)",Lamiaceae,Mint family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
Beadle's mountainmint,Pycnanthemum beadlei,"USA(GA, NC, SC, TN, VA)",Lamiaceae,Mint family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
Sierra mint,Pycnanthemum californicum,USA(CA),Lamiaceae,Mint family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
basil mountainmint,Pycnanthemum clinopodioides,"USA(CT, DC, DE, MA, MD, NC, NJ, NY, PA, SC, TX, VA, WV)",Lamiaceae,Mint family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
stone mountainmint,Pycnanthemum curvipes,"USA(AL, GA, NC, TN)",Lamiaceae,Mint family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
Appalachian mountainmint,Pycnanthemum flexuosum,"USA(AL, FL, GA, MS, NC, SC, VA)",Lamiaceae,Mint family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
Florida mountainmint,Pycnanthemum floridanum,"USA(FL, GA)",Lamiaceae,Mint family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
hoary mountainmint,Pycnanthemum incanum,"CAN(ON), USA(AL, CT, DC, DE, FL, GA, IL, IN, KY, MA, MD, MI, MS, NC, NH, NJ, NY, OH, PA, RI, SC, TN, VA, VT, WV)",Lamiaceae,Mint family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
hoary mountainmint,Pycnanthemum incanum var. incanum,"CAN(ON), USA(CT, DC, DE, GA, IL, IN, KY, MA, MD, MI, NC, NH, NJ, NY, OH, PA, RI, TN, VA, VT, WV)",Lamiaceae,Mint family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
hoary mountainmint,Pycnanthemum incanum var. puberulum,"USA(AL, FL, GA, MS, NC, OH, SC, VA, WV)",Lamiaceae,Mint family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
Loomis' mountainmint,Pycnanthemum loomisii,"USA(AL, DE, FL, GA, IL, KY, NC, NJ, SC, TN, VA, WV)",Lamiaceae,Mint family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
onehair mountainmint,Pycnanthemum monotrichum,USA(VA),Lamiaceae,Mint family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
thinleaf mountainmint,Pycnanthemum montanum,"USA(AL, GA, NC, SC, TN, VA, WV)",Lamiaceae,Mint family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
clustered mountainmint,Pycnanthemum muticum,"USA(AL, AR, CT, DC, DE, GA, IL, KY, LA, MA, MD, ME, MI, MO, MS, NC, NH, NJ, NY, OH, PA, RI, SC, TN, TX, VA, VT, WV)",Lamiaceae,Mint family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
coastal plain mountainmint,Pycnanthemum nudum,"USA(AL, FL, GA, SC)",Lamiaceae,Mint family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
southern mountainmint,Pycnanthemum pycnanthemoides,"USA(AL, FL, GA, IL, IN, KY, MD, NC, OH, SC, TN, VA, WV)",Lamiaceae,Mint family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
southern mountainmint,Pycnanthemum pycnanthemoides var. pycnanthemoides,"USA(AL, FL, GA, IL, IN, KY, MD, NC, OH, SC, TN, VA, WV)",Lamiaceae,Mint family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
southern mountainmint,Pycnanthemum pycnanthemoides var. viridifolium,"USA(AL, GA, NC, SC, TN, VA, WV)",Lamiaceae,Mint family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
awned mountainmint,Pycnanthemum setosum,"USA(DE, FL, GA, MD, MS, NC, NJ, SC, VA)",Lamiaceae,Mint family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
narrowleaf mountainmint,Pycnanthemum tenuifolium,"CAN(ON, QC), USA(AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NE, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WI, WV)",Lamiaceae,Mint family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
Torrey's mountainmint,Pycnanthemum torrei,"USA(AR, CT, DC, DE, GA, IL, IN, KS, KY, MD, MO, NC, NH, NJ, NY, PA, SC, TN, VA, WV)",Lamiaceae,Mint family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
whorled mountainmint,Pycnanthemum verticillatum,"CAN(ON, QC), USA(AR, CT, DE, GA, IA, IL, IN, KS, KY, MA, MD, ME, MI, MO, MS, NC, NE, NJ, NY, OH, OK, PA, RI, SC, TN, VA, VT, WV)",Lamiaceae,Mint family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
whorled mountainmint,Pycnanthemum verticillatum var. pilosum,"CAN(ON, QC), USA(AR, CT, GA, IA, IL, IN, KS, KY, MA, MI, MO, MS, NE, NY, OH, OK, PA, TN, WV)",Lamiaceae,Mint family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
whorled mountainmint,Pycnanthemum verticillatum var. verticillatum,"CAN(ON, QC), USA(AR, CT, DE, KY, MA, MD, ME, MI, MO, NC, NJ, NY, OH, PA, RI, SC, TN, VA, VT, WV)",Lamiaceae,Mint family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
Virginia mountainmint,Pycnanthemum virginianum,"CAN(NB, ON, QC), USA(AL, AR, CT, DE, GA, IA, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MS, NC, ND, NE, NH, NJ, NY, OH, OK, PA, RI, SD, TN, VA, VT, WI, WV)",Lamiaceae,Mint family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
firethorn,Pyracantha,"CAN(BC), USA(AL, AR, AZ, CA, DC, FL, GA, HI, LA, MS, NC, NM, NY, OH, OK, OR, PA, SC, TN, TX, UT, VA)",Rosaceae,Rose family,,,,,,,,,,,,,,,,,,,,,,,,
narrowleaf firethorn,Pyracantha angustifolia,USA(CA),Rosaceae,Rose family,Perennial,Shrub,,,,,,,,,,,,,,,,,,,,,,
Nepalese firethorn,Pyracantha crenulata,USA(CA),Rosaceae,Rose family,Perennial,Shrub,,,,,,,,,,,,,,,,,,,,,,
Chinese firethorn,Pyracantha fortuneana,"USA(AL, CA, FL, HI, SC, TX)",Rosaceae,Rose family,Perennial,Shrub,,,,,,,,,,,,,,,,,,,,,,
Formosa firethorn,Pyracantha koidzumii,"USA(AL, AR, AZ, FL, GA, HI, LA, MS, OK, SC, TX)",Rosaceae,Rose family,Perennial,Shrub,,,,,,,,,,,,,,,,,,,,,,
wintergreen,Pyrola,"CAN(AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), DEN(GL), FRA(SB), USA(AK, AZ, CA, CO, CT, DC, DE, IA, ID, IL, IN, KY, MA, MD, ME, MI, MN, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OR, PA, RI, SD, TN, UT, VA, VT, WA, WI, WV, WY)",Pyrolaceae,Shinleaf family,,,,,,,,,,,,,,,,,,,,,,,,
American wintergreen,Pyrola americana,"CAN(MB, NB, NF, NS, ON, PE, QC), USA(CT, DC, DE, IL, IN, KY, MA, MD, ME, MI, MN, NC, NH, NJ, NY, OH, PA, RI, SD, TN, VA, VT, WI, WV)",Pyrolaceae,Shinleaf family,Perennial,Subshrub,,,,,,,,,,,,,,,,,,,,,,
liverleaf wintergreen,Pyrola asarifolia,"CAN(AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), USA(AK, CA, CO, IA, ID, IN, MA, ME, MI, MN, MT, ND, NH, NJ, NM, NV, NY, OH, OR, PA, RI, SD, UT, VT, WA, WI, WY)",Pyrolaceae,Shinleaf family,Perennial,Subshrub,,,,,,,,,,,,,,,,,,,,,,
liverleaf wintergreen,Pyrola asarifolia ssp. asarifolia,"CAN(AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), USA(AK, CA, CO, IA, ID, IN, MA, ME, MI, MN, MT, ND, NH, NM, NV, NY, OH, OR, PA, RI, SD, UT, VT, WA, WI, WY)",Pyrolaceae,Shinleaf family,Perennial,Subshrub,,,,,,,,,,,,,,,,,,,,,,
pink wintergreen,Pyrola asarifolia ssp. bracteata,"CAN(AB, BC), USA(AK, CA, ID, MT, OR, WA)",Pyrolaceae,Shinleaf family,Perennial,Subshrub,,,,,,,,,,,,,,,,,,,,,,
greenflowered wintergreen,Pyrola chlorantha,"CAN(AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), FRA(SB), USA(AK, AZ, CA, CO, CT, DC, DE, ID, IN, MA, MD, ME, MI, MN, MT, NE, NH, NJ, NM, NV, NY, OH, OR, PA, RI, SD, UT, VA, VT, WA, WI, WV, WY)",Pyrolaceae,Shinleaf family,Perennial,Subshrub,,,,,,,,,,,,,,,,,,,,,,
waxflower shinleaf,Pyrola elliptica,"CAN(AB, BC, MB, NB, NF, NS, ON, PE, QC, SK), USA(AZ, CT, DC, DE, IA, ID, IL, IN, MA, MD, ME, MI, MN, MT, NC, ND, NE, NH, NJ, NM, NY, OH, PA, RI, SD, VA, VT, WI, WV, WY)",Pyrolaceae,Shinleaf family,Perennial,Subshrub,,,,,,,,,,,,,,,,,,,,,,
largeflowered wintergreen,Pyrola grandiflora,"CAN(AB, BC, LB, MB, NT, NU, ON, QC, SK, YT), DEN(GL), USA(AK)",Pyrolaceae,Shinleaf family,Perennial,Subshrub,,,,,,,,,,,,,,,,,,,,,,
snowline wintergreen,Pyrola minor,"CAN(AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), DEN(GL), FRA(SB), USA(AK, AZ, CA, CO, ID, ME, MI, MN, MT, NH, NM, NV, NY, OR, UT, VT, WA, WI, WY)",Pyrolaceae,Shinleaf family,Perennial,Subshrub,,,,,,,,,,,,,,,,,,,,,,
whiteveined wintergreen,Pyrola picta,"CAN(AB, BC), USA(AZ, CA, CO, ID, MT, NM, NV, OR, SD, UT, WA, WY)",Pyrolaceae,Shinleaf family,Perennial,Subshrub,,,,,,,,,,,,,,,,,,,,,,
pyrostegia,Pyrostegia,"USA+(PR), USA(FL)",Bignoniaceae,Trumpet-creeper family,,,,,,,,,,,,,,,,,,,,,,,,
flamevine,Pyrostegia venusta,"USA+(PR), USA(FL)",Bignoniaceae,Trumpet-creeper family,Perennial,Vine,,,,,,,,,,,,,,,,,,,,,,
desert-chicory,Pyrrhopappus,"USA(AL, AR, AZ, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MD, MO, MS, NC, NE, NM, OK, PA, SC, TN, TX, VA, WV)",Asteraceae,Aster family,,,,,,,,,,,,,,,,,,,,,,,,
Carolina desert-chicory,Pyrrhopappus carolinianus,"USA(AL, AR, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MD, MO, MS, NC, NE, OK, PA, SC, TN, TX, VA, WV)",Asteraceae,Aster family,"Annual, Biennial",Forb/herb,,,,,,,,,,,,,,,,,,,,,,
tuberous desert-chicory,Pyrrhopappus grandiflorus,"USA(AR, KS, NM, OK, TX)",Asteraceae,Aster family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
smallflower desert-chicory,Pyrrhopappus pauciflorus,"USA(AR, AZ, FL, LA, MS, NM, OK, TX)",Asteraceae,Aster family,"Annual, Perennial",Forb/herb,,,,,,,,,,,,,,,,,,,,,,
goldenweed,Pyrrocoma,"CAN(AB, BC, NT, SK), USA(AZ, CA, CO, ID, MT, ND, NM, NV, OR, UT, WA, WY)",Asteraceae,Aster family,,,,,,,,,,,,,,,,,,,,,,,,
alpineflames,Pyrrocoma apargioides,"USA(CA, NV, UT)",Asteraceae,Aster family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
largeflower goldenweed,Pyrrocoma carthamoides,"CAN(BC), USA(CA, ID, MT, NV, OR, WA, WY)",Asteraceae,Aster family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
largeflower goldenweed,Pyrrocoma carthamoides var. carthamoides,"CAN(BC), USA(ID, MT, OR, WA)",Asteraceae,Aster family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
largeflower goldenweed,Pyrrocoma carthamoides var. cusickii,"USA(CA, ID, NV, OR, WA)",Asteraceae,Aster family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
largeflower goldenweed,Pyrrocoma carthamoides var. subsquarrosa,"USA(MT, WY)",Asteraceae,Aster family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
tranquil goldenweed,Pyrrocoma clementis,"USA(CO, UT, WY)",Asteraceae,Aster family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
tranquil goldenweed,Pyrrocoma clementis var. clementis,"USA(CO, UT, WY)",Asteraceae,Aster family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
tranquil goldenweed,Pyrrocoma clementis var. villosa,USA(WY),Asteraceae,Aster family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
curlyhead goldenweed,Pyrrocoma crocea,"USA(AZ, CO, NM, UT, WY)",Asteraceae,Aster family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
curlyhead goldenweed,Pyrrocoma crocea var. crocea,"USA(CO, NM, UT, WY)",Asteraceae,Aster family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
curlyhead goldenweed,Pyrrocoma crocea var. genuflexa,USA(AZ),Asteraceae,Aster family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
tacky goldenweed,Pyrrocoma hirta,"USA(CA, ID, NV, OR, UT, WA)",Asteraceae,Aster family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
tacky goldenweed,Pyrrocoma hirta var. hirta,"USA(CA, ID, NV, OR)",Asteraceae,Aster family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
tacky goldenweed,Pyrrocoma hirta var. lanulosa,"USA(CA, NV, OR, UT)",Asteraceae,Aster family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
tacky goldenweed,Pyrrocoma hirta var. sonchifolia,"USA(ID, OR, WA)",Asteraceae,Aster family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
wholeleaf goldenweed,Pyrrocoma insecticruris,USA(ID),Asteraceae,Aster family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
many-stemmed goldenweed,Pyrrocoma integrifolia,"USA(ID, MT, WY)",Asteraceae,Aster family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
lanceleaf goldenweed,Pyrrocoma lanceolata,"CAN(AB, SK), USA(CA, CO, ID, MT, ND, NV, OR, UT, WY)",Asteraceae,Aster family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
lanceleaf goldenweed,Pyrrocoma lanceolata var. lanceolata,"CAN(AB, SK), USA(CA, CO, ID, MT, ND, NV, OR, UT, WY)",Asteraceae,Aster family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
lanceleaf goldenweed,Pyrrocoma lanceolata var. subviscosa,"USA(CA, NV, OR)",Asteraceae,Aster family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
smallhead goldenweed,Pyrrocoma liatriformis,"USA(ID, OR, WA)",Asteraceae,Aster family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
thinleaf goldenhead,Pyrrocoma linearis,"USA(ID, OR)",Asteraceae,Aster family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
sticky goldenweed,Pyrrocoma lucida,USA(CA),Asteraceae,Aster family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
clustered goldenweed,Pyrrocoma racemosa,"USA(CA, ID, NV, OR, UT)",Asteraceae,Aster family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
clustered goldenweed,Pyrrocoma racemosa var. congesta,"USA(CA, OR)",Asteraceae,Aster family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
clustered goldenweed,Pyrrocoma racemosa var. paniculata,"USA(CA, ID, NV, OR, UT)",Asteraceae,Aster family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
clustered goldenweed,Pyrrocoma racemosa var. pinetorum,USA(CA),Asteraceae,Aster family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
clustered goldenweed,Pyrrocoma racemosa var. racemosa,"USA(CA, OR)",Asteraceae,Aster family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
clustered goldenweed,Pyrrocoma racemosa var. sessiliflora,"USA(CA, NV, UT)",Asteraceae,Aster family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
ray goldenweed,Pyrrocoma radiata,"USA(ID, OR)",Asteraceae,Aster family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
Palouse goldenweed,Pyrrocoma scaberula,"USA(ID, WA)",Asteraceae,Aster family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
plantain goldenweed,Pyrrocoma uniflora,"CAN(AB, NT), USA(CA, CO, ID, MT, NV, OR, UT, WY)",Asteraceae,Aster family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
plantain goldenweed,Pyrrocoma uniflora var. gossypina,USA(CA),Asteraceae,Aster family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
plantain goldenweed,Pyrrocoma uniflora var. uniflora,"CAN(AB, NT), USA(CA, CO, ID, MT, NV, OR, UT, WY)",Asteraceae,Aster family,Perennial,Forb/herb,,,,,,,,,,,,,,,,,,,,,,
pyrularia,Pyrularia,"USA(AL, GA, KY, NC, NY, PA, SC, TN, VA, WV)",Santalaceae,Sandalwood family,,,,,,,,,,,,,,,,,,,,,,,,
buffalo nut,Pyrularia pubera,"USA(AL, GA, KY, NC, NY, PA, SC, TN, VA, WV)",Santalaceae,Sandalwood family,Perennial,Shrub,,,,,,,,,,,,,,,,,,,,,,
pear,Pyrus,"CAN(BC, NS, ON), USA(AL, AR, CA, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MO, MS, MT, NC, NH, NJ, NM, NY, OH, OK, OR, PA, RI, SC, TN, TX, UT, VA, VT, WA, WI, WV)",Rosaceae,Rose family,,,,,,,,,,,,,,,,,,,,,,,,
Chinese pear,Pyrus pyrifolia,"USA(DC, IL, MD, VA, WV)",Rosaceae,Rose family,Perennial,Tree,,,,,,,,,,,,,,,,,,,,,,
pyxidanthera,Pyxidanthera,"USA(NC, NJ, NY, SC, VA)",Diapensiaceae,Diapensia family,,,,,,,,,,,,,,,,,,,,,,,,
flowering pixiemoss,Pyxidanthera barbulata,"USA(NC, NJ, NY, SC, VA)",Diapensiaceae,Diapensia family,Perennial,"Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,
littleleaf pixiemoss,Pyxidanthera brevifolia,"USA(NC, SC)",Diapensiaceae,Diapensia family,Perennial,Subshrub,,,,,,,,,,,,,,,,,,,,,,
oak,Quercus,"CAN(AB, BC, MB, NB, NS, ON, PE, QC, SK), USA(AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)",Fagaceae,Beech family,,,,,,,,,,,,,,,,,,,,,,,,
hybrid oak,Quercus ×acutidens,USA(CA),Fagaceae,Beech family,Perennial,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,
Alvord oak,Quercus ×alvordiana,USA(CA),Fagaceae,Beech family,Perennial,Tree,,,,,,,,,,,,,,,,,,,,,,
hybrid oak,Quercus ×ashei,"USA(FL, GA, LA, MS, NC, SC)",Fagaceae,Beech family,Perennial,Tree,,,,,,,,,,,,,,,,,,,,,,
hybrid oak,Quercus ×atlantica,"USA(AL, FL, GA, MS, NC, SC)",Fagaceae,Beech family,Perennial,Tree,,,,,,,,,,,,,,,,,,,,,,
Beadle oak,Quercus ×beadlei,"USA(DE, FL, GA, IN, NC, NJ, SC, TX, VA)",Fagaceae,Beech family,Perennial,Tree,,,,,,,,,,,,,,,,,,,,,,
Beaumont oak,Quercus ×beaumontiana,USA(TX),Fagaceae,Beech family,Perennial,Tree,,,,,,,,,,,,,,,,,,,,,,
hybrid oak,Quercus ×bebbiana,"CAN(ON, QC), USA(IA, IL, IN, KS, KY, MI, MN, MO, OH, PA, VA, VT, WI)",Fagaceae,Beech family,Perennial,Tree,,,,,,,,,,,,,,,,,,,,,,
hybrid oak,Quercus ×beckyae,USA(MI),Fagaceae,Beech family,Perennial,Tree,,,,,,,,,,,,,,,,,,,,,,
hybrid oak,Quercus ×benderi,"USA(MA, PA)",Fagaceae,Beech family,Perennial,Tree,,,,,,,,,,,,,,,,,,,,,,
hybrid oak,Quercus ×bernardiensis,"USA(AL, DC, GA, KY, NC, SC)",Fagaceae,Beech family,Perennial,Tree,,,,,,,,,,,,,,,,,,,,,,
hybrid oak,Quercus ×bimundorum,"USA(MA, PA)",Fagaceae,Beech family,Perennial,Tree,,,,,,,,,,,,,,,,,,,,,,
hybrid oak,Quercus ×blufftonensis,"USA(NC, SC)",Fagaceae,Beech family,Perennial,Tree,,,,,,,,,,,,,,,,,,,,,,
hybrid oak,Quercus ×brittonii,"USA(MD, NJ, NY, PA)",Fagaceae,Beech family,Perennial,Tree,,,,,,,,,,,,,,,,,,,,,,
Burnet oak,Quercus ×burnetensis,USA(TX),Fagaceae,Beech family,Perennial,Tree,,,,,,,,,,,,,,,,,,,,,,
Bush oak,Quercus ×bushii,"USA(AL, AR, GA, IA, IL, IN, KS, KY, LA, MD, MO, MS, NC, NE, NJ, NY, OH, OK, PA, SC, TN, TX, VA)",Fagaceae,Beech family,Perennial,Tree,,,,,,,,,,,,,,,,,,,,,,
hybrid oak,Quercus ×byarsii,"USA(GA, TN)",Fagaceae,Beech family,Perennial,Tree,,,,,,,,,,,,,,,,,,,,,,
hybrid oak,Quercus ×caduca,"USA(AL, FL, GA, LA, MS, NC, SC, TX, VA)",Fagaceae,Beech family,Perennial,Tree,,,,,,,,,,,,,,,,,,,,,,
hybrid oak,Quercus ×caesariensis,USA(NJ),Fagaceae,Beech family,Perennial,Tree,,,,,,,,,,,,,,,,,,,,,,
hybrid oak,Quercus ×capesii,"USA(AL, AR, LA, NC, NJ, SC, TX)",Fagaceae,Beech family,Perennial,Tree,,,,,,,,,,,,,,,,,,,,,,
hybrid oak,Quercus ×cocksii,USA(LA),Fagaceae,Beech family,Perennial,Tree,,,,,,,,,,,,,,,,,,,,,,
hybrid oak,Quercus ×columnaris,USA(IL),Fagaceae,Beech family,Perennial,Tree,,,,,,,,,,,,,,,,,,,,,,
