Common_Name,Scientific_Name,Family_Common_Name,Duration,Flower_Color,Foliage_Color,Growth_Habit,"Height,_Mature_(feet)",Toxicity,Drought_Tolerance,Shade_Tolerance,Bloom_Period,Palatable_Human
castorbean,Ricinus communis,Spurge family,"Annual, Perennial",,,"Tree, Shrub, Subshrub, Forb/herb",,,,,,
rigiopappus,Rigiopappus,Aster family,,,,,,,,,,
wireweed,Rigiopappus leptocladus,Aster family,Annual,,,Forb/herb,,,,,,
rivina,Rivina,Pokeweed family,,,,,,,,,,
rougeplant,Rivina humilis,Pokeweed family,Perennial,,,"Forb/herb, Shrub",,,,,,
locust,Robinia,Pea family,,,,,,,,,,
hybrid locust,Robinia ×ambigua,Pea family,Perennial,,,Tree,,,,,,
hybrid locust,Robinia ×holdtii,Pea family,Perennial,,,Tree,,,,,,
hybrid locust,Robinia ×longiloba,Pea family,Perennial,,,Tree,,,,,,
hybrid locust,Robinia ×margarettiae,Pea family,Perennial,,,"Tree, Shrub",,,,,,
bristly locust,Robinia hispida,Pea family,Perennial,,,"Tree, Shrub",,,,,,
bristly locust,Robinia hispida var. hispida,Pea family,Perennial,,,"Shrub, Tree",,,,,,
Kelsey's locust,Robinia hispida var. kelseyi,Pea family,Perennial,,,"Tree, Shrub",,,,,,
bristly locust,Robinia hispida var. nana,Pea family,Perennial,,,"Shrub, Tree",,,,,,
bristly locust,Robinia hispida var. rosea,Pea family,Perennial,,,"Tree, Shrub",,,,,,
New Mexico locust,Robinia neomexicana var. neomexicana,Pea family,Perennial,,,"Tree, Shrub",,,,,,
Rusby's locust,Robinia neomexicana var. rusbyi,Pea family,Perennial,,,"Shrub, Tree",,,,,,
clammy locust,Robinia viscosa,Pea family,Perennial,,,"Tree, Shrub",,,,,,
Hartweg's locust,Robinia viscosa var. hartwegii,Pea family,Perennial,,,"Tree, Shrub",,,,,,
clammy locust,Robinia viscosa var. viscosa,Pea family,Perennial,,,Tree,,,,,,
roemeria,Roemeria,Poppy family,,,,,,,,,,
spotted Asian poppy,Roemeria refracta,Poppy family,Annual,,,Forb/herb,,,,,,
groundsel,Roldana,Aster family,,,,,,,,,,
Hartweg's groundsel,Roldana hartwegii,Aster family,Perennial,,,"Forb/herb, Subshrub",,,,,,
mistmaiden,Romanzoffia,Waterleaf family,,,,,,,,,,
California mistmaiden,Romanzoffia californica,Waterleaf family,Perennial,,,Forb/herb,,,,,,
Sitka mistmaiden,Romanzoffia sitchensis,Waterleaf family,Perennial,,,Forb/herb,,,,,,
Thompson's mistmaiden,Romanzoffia thompsonii,Waterleaf family,Annual,,,Forb/herb,,,,,,
Tracy's mistmaiden,Romanzoffia tracyi,Waterleaf family,Perennial,,,Forb/herb,,,,,,
Matilija poppy,Romneya,Poppy family,,,,,,,,,,
Coulter's Matilija poppy,Romneya coulteri,Poppy family,Perennial,,,"Subshrub, Shrub",,,,,,
bristly Matilija poppy,Romneya trichocalyx,Poppy family,Perennial,,,"Subshrub, Shrub",,,,,,
romulea,Romulea,Iris family,,,,,,,,,,
rosy sandcrocus,Romulea rosea,Iris family,Perennial,,,Forb/herb,,,,,,
rosy sandcrocus,Romulea rosea var. australis,Iris family,Perennial,,,Forb/herb,,,,,,
yellowcress,Rorippa,Mustard family,,,,,,,,,,
prostrate yellowcress,Rorippa ×prostrata,Mustard family,Perennial,,,Forb/herb,,,,,,
alpine yellowcress,Rorippa alpina,Mustard family,Annual,,,Forb/herb,,,,,,
great yellowcress,Rorippa amphibia,Mustard family,Perennial,,,Forb/herb,,,,,,
Austrian yellowcress,Rorippa austriaca,Mustard family,Perennial,,,Forb/herb,,,,,,
hoary yellowcress,Rorippa barbareifolia,Mustard family,"Annual, Biennial",,,Forb/herb,,,,,,
persistent sepal yellowcress,Rorippa calycina,Mustard family,Perennial,,,Forb/herb,,,,,,
Chinese yellowcress,Rorippa cantoniensis,Mustard family,Perennial,,,Forb/herb,,,,,,
San Luis yellowcress,Rorippa coloradensis,Mustard family,Perennial,,,Forb/herb,,,,,,
Columbian yellowcress,Rorippa columbiae,Mustard family,Perennial,,,Forb/herb,,,,,,
bluntleaf yellowcress,Rorippa curvipes,Mustard family,"Perennial, AN",,,Forb/herb,,,,,,
bluntleaf yellowcress,Rorippa curvipes var. curvipes,Mustard family,"Annual, Perennial",,,Forb/herb,,,,,,
bluntleaf yellowcress,Rorippa curvipes var. truncata,Mustard family,"Annual, Perennial",,,Forb/herb,,,,,,
curvepod yellowcress,Rorippa curvisiliqua var. curvisiliqua,Mustard family,"Biennial, AN",,,Forb/herb,,,,,,
lyrateleaf yellowcress,Rorippa curvisiliqua var. lyrata,Mustard family,"Annual, Biennial",,,Forb/herb,,,,,,
Nuttall's yellowcress,Rorippa curvisiliqua var. nuttallii,Mustard family,"Biennial, AN",,,Forb/herb,,,,,,
western yellowcress,Rorippa curvisiliqua var. occidentalis,Mustard family,"Annual, Biennial",,,Forb/herb,,,,,,
Oriental yellowcress,Rorippa curvisiliqua var. orientalis,Mustard family,"Biennial, AN",,,Forb/herb,,,,,,
curvepod yellowcress,Rorippa curvisiliqua var. procumbens,Mustard family,"Annual, Biennial",,,Forb/herb,,,,,,
curvepod yellowcress,Rorippa curvisiliqua var. spatulata,Mustard family,"Biennial, AN",,,Forb/herb,,,,,,
globe yellowcress,Rorippa globosa,Mustard family,"Biennial, Perennial",,,Forb/herb,,,,,,
variableleaf yellowcress,Rorippa indica,Mustard family,"Biennial, Perennial, AN",,,Forb/herb,,,,,,
variableleaf yellowcress,Rorippa indica var. apetala,Mustard family,"Annual, Perennial, Biennial",,,Forb/herb,,,,,,
variableleaf yellowcress,Rorippa indica var. indica,Mustard family,"Biennial, Perennial, AN",,,Forb/herb,,,,,,
intermediate yellowcress,Rorippa intermedia,Mustard family,Annual,,,Forb/herb,,,,,,
Chihuahuan yellowcress,Rorippa microtitis,Mustard family,"Annual, Perennial",,,Forb/herb,,,,,,
bog yellowcress,Rorippa palustris,Mustard family,"Annual, Biennial, Perennial",,,Forb/herb,,,,,,
Fernald's yellowcress,Rorippa palustris ssp. fernaldiana,Mustard family,"Annual, Perennial, Biennial",,,Forb/herb,,,,,,
hispid yellowcress,Rorippa palustris ssp. hispida,Mustard family,"Biennial, Perennial, AN",,,Forb/herb,,,,,,
western bog yellowcress,Rorippa palustris ssp. occidentalis,Mustard family,"Annual, Perennial, Biennial",,,Forb/herb,,,,,,
bog yellowcress,Rorippa palustris ssp. palustris,Mustard family,"Biennial, Perennial, AN",,,Forb/herb,,,,,,
Durango yellowcress,Rorippa ramosa,Mustard family,Perennial,,,Forb/herb,,,,,,
roundfruit yellowcress,Rorippa sphaerocarpa,Mustard family,Annual,,,Forb/herb,,,,,,
Lake Tahoe yellowcress,Rorippa subumbellata,Mustard family,Perennial,,,Forb/herb,,,,,,
Modoc yellowcress,Rorippa tenerrima,Mustard family,Annual,,,Forb/herb,,,,,,
southern marsh yellowcress,Rorippa teres,Mustard family,"Annual, Biennial",,,Forb/herb,,,,,,
rose,Rosa,Rose family,,,,,,,,,,
white rose of York,Rosa ×alba,Rose family,Perennial,,,Subshrub,,,,,,
Bourbon rose,Rosa ×borboniana,Rose family,Perennial,,,Subshrub,,,,,,
damask rose,Rosa ×damascena,Rose family,Perennial,,,Subshrub,,,,,,
hybrid rose,Rosa ×dulcissima,Rose family,Perennial,,,Subshrub,,,,,,
corymb rose,Rosa ×dumetorum,Rose family,Perennial,,,Subshrub,,,,,,
hybrid rose,Rosa ×harisonii,Rose family,Perennial,,,Subshrub,,,,,,
hybrid rose,Rosa ×housei,Rose family,Perennial,,,Subshrub,,,,,,
tea rose,Rosa ×odorata,Rose family,Perennial,,,"Subshrub, Vine",,,,,,
hybrid rose,Rosa ×palustriformis,Rose family,Perennial,,,Subshrub,,,,,,
polyantha rose,Rosa ×rehderiana,Rose family,Perennial,,,Subshrub,,,,,,
hybrid rose,Rosa ×rudiuscula,Rose family,Perennial,,,Subshrub,,,,,,
prickly rose,Rosa acicularis ssp. sayi,Rose family,Perennial,,,Subshrub,,,,,,
prairie rose,Rosa arkansana,Rose family,Perennial,,,Subshrub,,,,,,
prairie rose,Rosa arkansana var. arkansana,Rose family,Perennial,,,Subshrub,,,,,,
prairie rose,Rosa arkansana var. suffulta,Rose family,Perennial,,,Subshrub,,,,,,
smooth rose,Rosa blanda,Rose family,Perennial,,,Subshrub,,,,,,
smooth rose,Rosa blanda var. blanda,Rose family,Perennial,,,Subshrub,,,,,,
smooth rose,Rosa blanda var. glabra,Rose family,Perennial,,,Subshrub,,,,,,
hispid rose,Rosa blanda var. hispida,Rose family,Perennial,,,Subshrub,,,,,,
Macartney rose,Rosa bracteata,Rose family,Perennial,,,"Vine, Subshrub",,,,,,
pygmy rose,Rosa bridgesii,Rose family,Perennial,,,Subshrub,,,,,,
dog rose,Rosa canina,Rose family,Perennial,,,"Vine, Subshrub",,,,,,
Carolina rose,Rosa carolina var. carolina,Rose family,Perennial,,,Subshrub,,,,,,
Carolina rose,Rosa carolina var. setigera,Rose family,Perennial,,,Subshrub,,,,,,
cabbage rose,Rosa centifolia,Rose family,Perennial,,,Subshrub,,,,,,
Chinese rose,Rosa chinensis,Rose family,Perennial,,,"Vine, Subshrub",,,,,,
cinnamon rose,Rosa cinnamomea,Rose family,Perennial,,,Subshrub,,,,,,
redleaf rose,Rosa ferruiginea,Rose family,Perennial,,,Subshrub,,,,,,
white prairie rose,Rosa foliolosa,Rose family,Perennial,,,Subshrub,,,,,,
French rose,Rosa gallica,Rose family,Perennial,,,Subshrub,,,,,,
dwarf rose,Rosa gymnocarpa var. gymnocarpa,Rose family,Perennial,,,"Shrub, Subshrub",,,,,,
Gasquet rose,Rosa gymnocarpa var. serpentina,Rose family,Perennial,,,"Subshrub, Shrub",,,,,,
Cherokee rose,Rosa laevigata,Rose family,Perennial,,,"Vine, Subshrub",,,,,,
double cinnamon rose,Rosa majalis,Rose family,Perennial,,,Subshrub,,,,,,
Mancos rose,Rosa manca,Rose family,Perennial,,,Subshrub,,,,,,
smallflower sweetbrier,Rosa micrantha,Rose family,Perennial,,,Subshrub,,,,,,
Baja rose,Rosa minutifolia,Rose family,Perennial,,,Subshrub,,,,,,
musk rose,Rosa moschata,Rose family,Perennial,,,"Vine, Subshrub",,,,,,
multiflora rose,Rosa multiflora,Rose family,Perennial,,,"Vine, Subshrub",,,,,,
glandular rose,Rosa myriadenia,Rose family,Perennial,,,Subshrub,,,,,,
shining rose,Rosa nitida,Rose family,Perennial,,,Subshrub,,,,,,
bristly Nootka rose,Rosa nutkana var. hispida,Rose family,Perennial,,,Subshrub,,,,,,
Nootka rose,Rosa nutkana var. muriculata,Rose family,Perennial,,,Subshrub,,,,,,
Nootka rose,Rosa nutkana var. nutkana,Rose family,Perennial,,,Subshrub,,,,,,
Nootka rose,Rosa nutkana var. setosa,Rose family,Perennial,,,Subshrub,,,,,,
Appalachian Valley rose,Rosa obtusiuscula,Rose family,Perennial,,,Subshrub,,,,,,
pine rose,Rosa pinetorum,Rose family,Perennial,,,Subshrub,,,,,,
Ahart's cluster rose,Rosa pisocarpa ssp. ahartii,Rose family,Perennial,,,"Subshrub, Shrub",,,,,,
cluster rose,Rosa pisocarpa ssp. pisocarpa,Rose family,Perennial,,,Subshrub,,,,,,
sweetbriar rose,Rosa rubiginosa,Rose family,Perennial,,,Subshrub,,,,,,
climbing rose,Rosa setigera var. setigera,Rose family,Perennial,,,"Vine, Subshrub",,,,,,
climbing rose,Rosa setigera var. tomentosa,Rose family,Perennial,,,"Subshrub, Vine",,,,,,
Sherard's downy rose,Rosa sherardii,Rose family,Perennial,,,Shrub,,,,,,
Mediterranean rose,Rosa sicula,Rose family,Perennial,,,Subshrub,,,,,,
Scotch rose,Rosa spinosissima,Rose family,Perennial,,,Subshrub,,,,,,
ground rose,Rosa spithamea,Rose family,Perennial,,,Subshrub,,,,,,
Sonoma ground rose,Rosa spithamea var. sonomensis,Rose family,Perennial,,,Subshrub,,,,,,
ground rose,Rosa spithamea var. spithamea,Rose family,Perennial,,,Subshrub,,,,,,
desert rose,Rosa stellata,Rose family,Perennial,,,Subshrub,,,,,,
desert rose,Rosa stellata ssp. abyssa,Rose family,Perennial,,,Subshrub,,,,,,
desert rose,Rosa stellata ssp. mirifica,Rose family,Perennial,,,Subshrub,,,,,,
desert rose,Rosa stellata ssp. mirifica var. erlansoniae,Rose family,Perennial,,,Subshrub,,,,,,
desert rose,Rosa stellata ssp. mirifica var. mirifica,Rose family,Perennial,,,Subshrub,,,,,,
desert rose,Rosa stellata ssp. stellata,Rose family,Perennial,,,Subshrub,,,,,,
whitewoolly rose,Rosa tomentosa,Rose family,Perennial,,,Subshrub,,,,,,
apple rose,Rosa villosa,Rose family,Perennial,,,Subshrub,,,,,,
Virginia rose,Rosa virginiana var. lamprophylla,Rose family,Perennial,,,Subshrub,,,,,,
Virginia rose,Rosa virginiana var. virginiana,Rose family,Perennial,,,Subshrub,,,,,,
Woods' rose,Rosa woodsii var. glabrata,Rose family,Perennial,,,Subshrub,,,,,,
Tehachapi rose,Rosa woodsii var. gratissima,Rose family,Perennial,,,Subshrub,,,,,,
Woods' rose,Rosa woodsii var. ultramontana,Rose family,Perennial,,,Subshrub,,,,,,
Woods' rose,Rosa woodsii var. woodsii,Rose family,Perennial,,,Subshrub,,,,,,
yellow rose,Rosa xanthina,Rose family,Perennial,,,Subshrub,,,,,,
Cascade rose,Rosa yainacensis,Rose family,Perennial,,,Subshrub,,,,,,
rosemary,Rosmarinus,Mint family,,,,,,,,,,
hairgrass,Rostraria,Grass family,,,,,,,,,,
Mediterranean hairgrass,Rostraria cristata,Grass family,Annual,,,Graminoid,,,,,,
rotala,Rotala,Loosestrife family,,,,,,,,,,
Indian toothcup,Rotala indica,Loosestrife family,Annual,,,Forb/herb,,,,,,
lowland rotala,Rotala ramosior,Loosestrife family,Annual,,,Forb/herb,,,,,,
dwarf rotala,Rotala rotundifolia,Loosestrife family,Perennial,,,Forb/herb,,,,,,
itchgrass,Rottboellia,Grass family,,,,,,,,,,
itchgrass,Rottboellia cochinchinensis,Grass family,Annual,,,Graminoid,,,,,,
rousselia,Rousselia,Nettle family,,,,,,,,,,
shineseed,Rousselia humilis,Nettle family,"Annual, Perennial",,,Forb/herb,,,,,,
royal palm,Roystonea,Palm family,,,,,,,,,,
royal palm,Roystonea regia,Palm family,Perennial,,,Tree,,,,,,
rubia,Rubia,Madder family,,,,,,,,,,
dyer's madder,Rubia tinctorum,Madder family,Perennial,,,Forb/herb,,,,,,
blackberry,Rubus,Rose family,,,,,,,,,,
blackberry,Rubus ×paracaulis,Rose family,Perennial,,,Subshrub,,,,,,
garden dewberry,Rubus aboriginum,Rose family,Perennial,,,Subshrub,,,,,,
thorny dewberry,Rubus aculiferus,Rose family,Perennial,,,Subshrub,,,,,,
peaty dewberry,Rubus adjacens,Rose family,Perennial,,,Subshrub,,,,,,
roadside raspberry,Rubus aliceae,Rose family,Perennial,,,Subshrub,,,,,,
Allegheny blackberry,Rubus allegheniensis var. allegheniensis,Rose family,Perennial,,,Subshrub,,,,,,
Graves' blackberry,Rubus allegheniensis var. gravesii,Rose family,Perennial,,,Subshrub,,,,,,
Maine dewberry,Rubus alter,Rose family,Perennial,,,Subshrub,,,,,,
Andrews' blackberry,Rubus andrewsianus,Rose family,Perennial,,,Subshrub,,,,,,
falling dewberry,Rubus apogaeus,Rose family,Perennial,,,Subshrub,,,,,,
drybank dewberry,Rubus aptatus,Rose family,Perennial,,,Subshrub,,,,,,
dwarf raspberry,Rubus arcticus ssp. acaulis,Rose family,Perennial,,,"Subshrub, Forb/herb",,,,,,
arctic raspberry,Rubus arcticus ssp. arcticus,Rose family,Perennial,,,"Forb/herb, Subshrub",,,,,,
arctic raspberry,Rubus arcticus ssp. stellatus,Rose family,Perennial,,,"Subshrub, Forb/herb",,,,,,
wand dewberry,Rubus arcuans,Rose family,Perennial,,,Subshrub,,,,,,
sanddwelling dewberry,Rubus arenicola,Rose family,Perennial,,,Subshrub,,,,,,
Arizona dewberry,Rubus arizonensis,Rose family,Perennial,,,Subshrub,,,,,,
Himalayan blackberry,Rubus armeniacus,Rose family,Perennial,,,Subshrub,,,,,,
field blackberry,Rubus arvensis,Rose family,Perennial,,,Subshrub,,,,,,
Tampa blackberry,Rubus audax,Rose family,Perennial,,,Subshrub,,,,,,
Barton's raspberry,Rubus bartonianus,Rose family,Perennial,,,Subshrub,,,,,,
Kittatinny blackberry,Rubus bellobatus,Rose family,Perennial,,,Subshrub,,,,,,
Nantucket blackberry,Rubus bicknellii,Rose family,Perennial,,,Subshrub,,,,,,
pasture dewberry,Rubus biformispinus,Rose family,Perennial,,,Subshrub,,,,,,
Himalayan berry,Rubus bifrons,Rose family,Perennial,,,Subshrub,,,,,,
hybrid European blackberry,Rubus bifrons × laciniatus,Rose family,Perennial,,,"Vine, Subshrub",,,,,,
hybrid blackberry,Rubus bifrons × ursinus,Rose family,Perennial,,,"Vine, Subshrub",,,,,,
lowland blackberry,Rubus bigelovianus,Rose family,Perennial,,,Subshrub,,,,,,
Blanchard's dewberry,Rubus blanchardianus,Rose family,Perennial,,,Subshrub,,,,,,
Boynton's dewberry,Rubus boyntonii,Rose family,Perennial,,,Subshrub,,,,,,
Burnham's blackberry,Rubus burnhamii,Rose family,Perennial,,,Subshrub,,,,,,
Bush's blackberry,Rubus bushii,Rose family,Perennial,,,Subshrub,,,,,,
European dewberry,Rubus caesius,Rose family,Perennial,,,Subshrub,,,,,,
smooth blackberry,Rubus canadensis,Rose family,Perennial,,,Subshrub,,,,,,
Illinois dewberry,Rubus centralis,Rose family,Perennial,,,Subshrub,,,,,,
Mt. Vernon dewberry,Rubus clarus,Rose family,Perennial,,,Subshrub,,,,,,
Conanicut Island blackberry,Rubus conanicutensis,Rose family,Perennial,,,Subshrub,,,,,,
West Virginia blackberry,Rubus concameratus,Rose family,Perennial,,,Subshrub,,,,,,
sprawling dewberry,Rubus cubitans,Rose family,Perennial,,,Subshrub,,,,,,
shortstalk dewberry,Rubus curtipes,Rose family,Perennial,,,Subshrub,,,,,,
Deam's dewberry,Rubus deamii,Rose family,Perennial,,,Subshrub,,,,,,
eclipse blackberry,Rubus defectionis,Rose family,Perennial,,,Subshrub,,,,,,
delicious raspberry,Rubus deliciosus,Rose family,Perennial,,,"Subshrub, Vine",,,,,,
Morgantown blackberry,Rubus densissimus,Rose family,Perennial,,,Subshrub,,,,,,
Aberdeen dewberry,Rubus depavitus,Rose family,Perennial,,,Subshrub,,,,,,
bristly Oswego blackberry,Rubus dissimilis,Rose family,Perennial,,,Subshrub,,,,,,
showy blackberry,Rubus elegantulus,Rose family,Perennial,,,Subshrub,,,,,,
Baton Rouge blackberry,Rubus exeter,Rose family,Perennial,,,Subshrub,,,,,,
fenceline dewberry,Rubus exsularis,Rose family,Perennial,,,Subshrub,,,,,,
DC dewberry,Rubus fecundus,Rose family,Perennial,,,Subshrub,,,,,,
woodland dewberry,Rubus felix,Rose family,Perennial,,,Subshrub,,,,,,
Iron River dewberry,Rubus ferrofluvius,Rose family,Perennial,,,"Forb/herb, Subshrub",,,,,,
Windham County blackberry,Rubus flavinanus,Rose family,Perennial,,,Subshrub,,,,,,
manyflower blackberry,Rubus floricomus,Rose family,Perennial,,,Subshrub,,,,,,
northeastern dewberry,Rubus fraternalis,Rose family,Perennial,,,Subshrub,,,,,,
leafy blackberry,Rubus frondisentis,Rose family,Perennial,,,Subshrub,,,,,,
yankee blackberry,Rubus frondosus,Rose family,Perennial,,,Subshrub,,,,,,
Cacapon River blackberry,Rubus fryei,Rose family,Perennial,,,Subshrub,,,,,,
openground dewberry,Rubus furtivus,Rose family,Perennial,,,Subshrub,,,,,,
false Himalayan berry,Rubus geniculatus,Rose family,Perennial,,,Subshrub,,,,,,
glandstem blackberry,Rubus glandicaulis,Rose family,Perennial,,,Subshrub,,,,,,
San Diego raspberry,Rubus glaucifolius,Rose family,Perennial,,,Subshrub,,,,,,
Cuyamaca raspberry,Rubus glaucifolius var. ganderi,Rose family,Perennial,,,Subshrub,,,,,,
San Diego raspberry,Rubus glaucifolius var. glaucifolius,Rose family,Perennial,,,Subshrub,,,,,,
Pollock's Mill blackberry,Rubus gnarus,Rose family,Perennial,,,Subshrub,,,,,,
Grimes' dewberry,Rubus grimesii,Rose family,Perennial,,,Subshrub,,,,,,
Loogootee blackberry,Rubus griseus,Rose family,Perennial,,,Subshrub,,,,,,
New Brunswick blackberry,Rubus gulosus,Rose family,Perennial,,,Subshrub,,,,,,
windswept prairie dewberry,Rubus hancinianus,Rose family,Perennial,,,Subshrub,,,,,,
Hanes' blackberry,Rubus hanesii,Rose family,Perennial,,,Subshrub,,,,,,
Kennebunkport dewberry,Rubus harmonicus,Rose family,Perennial,,,Subshrub,,,,,,
ecotone blackberry,Rubus heterophyllus,Rose family,Perennial,,,Subshrub,,,,,,
hirsute raspberry,Rubus hirsutus,Rose family,Perennial,,,"Subshrub, Shrub",,,,,,
bog dewberry,Rubus hispidoides,Rose family,Perennial,,,Subshrub,,,,,,
Hutton's dewberry,Rubus huttonii,Rose family,Perennial,,,Subshrub,,,,,,
pineland dewberry,Rubus hypolasius,Rose family,Perennial,,,Subshrub,,,,,,
savannah dewberry,Rubus ictus,Rose family,Perennial,,,Subshrub,,,,,,
American red raspberry,Rubus idaeus ssp. idaeus,Rose family,Perennial,,,Subshrub,,,,,,
strawberry raspberry,Rubus illecebrosus,Rose family,Perennial,,,"Subshrub, Forb/herb",,,,,,
Watauga River blackberry,Rubus immanis,Rose family,Perennial,,,Subshrub,,,,,,
Posey County blackberry,Rubus impar,Rose family,Perennial,,,Subshrub,,,,,,
marshland blackberry,Rubus inclinis,Rose family,Perennial,,,Subshrub,,,,,,
Ocala blackberry,Rubus inferior,Rose family,Perennial,,,Subshrub,,,,,,
sandyfield dewberry,Rubus iniens,Rose family,Perennial,,,Subshrub,,,,,,
New England blackberry,Rubus insons,Rose family,Perennial,,,Subshrub,,,,,,
island blackberry,Rubus insulanus,Rose family,Perennial,,,Subshrub,,,,,,
upland dewberry,Rubus invisus,Rose family,Perennial,,,Subshrub,,,,,,
Ithaca blackberry,Rubus ithacanus,Rose family,Perennial,,,Subshrub,,,,,,
spreading dewberry,Rubus jacens,Rose family,Perennial,,,Subshrub,,,,,,
herbaceous blackberry,Rubus junceus,Rose family,Perennial,,,Subshrub,,,,,,
Kellogg's blackberry,Rubus kelloggii,Rose family,Perennial,,,Subshrub,,,,,,
Kennedy's blackberry,Rubus kennedyanus,Rose family,Perennial,,,Subshrub,,,,,,
oakwoods dewberry,Rubus largus,Rose family,Perennial,,,Subshrub,,,,,,
roughfruit berry,Rubus lasiococcus,Rose family,Perennial,,,"Forb/herb, Subshrub",,,,,,
Massachusetts blackberry,Rubus latens,Rose family,Perennial,,,Subshrub,,,,,,
plains blackberry,Rubus laudatus,Rose family,Perennial,,,Subshrub,,,,,,
Adirondack blackberry,Rubus lawrencei,Rose family,Perennial,,,Subshrub,,,,,,
whitebark raspberry,Rubus leucodermis var. bernardinus,Rose family,Perennial,,,"Vine, Subshrub",,,,,,
whitebark raspberry,Rubus leucodermis var. leucodermis,Rose family,Perennial,,,"Subshrub, Vine",,,,,,
whitebark raspberry,Rubus leucodermis var. trinitatis,Rose family,Perennial,,,"Vine, Subshrub",,,,,,
bottomland dewberry,Rubus leviculus,Rose family,Perennial,,,Subshrub,,,,,,
Link's blackberry,Rubus linkianus,Rose family,Perennial,,,Subshrub,,,,,,
Long's blackberry,Rubus longii,Rose family,Perennial,,,Subshrub,,,,,,
manatee dewberry,Rubus lucidus,Rose family,Perennial,,,Subshrub,,,,,,
